subj_id	trial_no	item_type	source	moni_response	rt_moni	word	study_pos
157	1	*nnn*	nosou	N	1.8717208999996728	Zeitung	-95
157	2	*EEE*	right	N	1.1874755999997433	Getränk	79
157	3	*EEE*	right	N	1.9730390999993688	Stern	22
157	4	*nnn*	nosou	N	1.1874734999992143	Flasche	-95
157	5	*nnn*	nosou	N	0.9076894999998331	Auspuff	-95
157	6	*VVV*	left	L	2.3984166000000187	Gras	71
157	7	*VVV*	right	R	1.1713863999993919	Räuber	67
157	8	*nnn*	nosou	N	1.070056300000033	Fleisch	-95
157	9	*nnn*	nosou	N	0.8353696000003765	Diamant	-95
157	10	*VVV*	left	R	1.1800125999998272	Pelz	1
157	11	*EEE*	left	N	2.3487736000006407	Vieh	56
157	12	*nnn*	nosou	N	0.9484919000005902	Abgrund	-95
157	13	*EEE*	left	L	2.1411238000000594	Sturm	59
157	14	*EEE*	right	N	1.6687147999991794	Maler	31
157	15	*VVV*	right	R	1.1166480000001684	Becher	23
157	16	*nnn*	nosou	N	2.6121036000004096	Nektar	-95
157	17	*nnn*	nosou	N	1.1810754999996789	Zimmer	-95
157	18	*EEE*	right	R	1.3328814999995302	Reptil	53
157	19	*VVV*	right	L	1.787916100000075	Hose	14
157	20	*VVV*	left	N	1.0776162000001932	Heer	50
157	21	*nnn*	nosou	N	1.1085662000004959	Katze	-95
157	22	*EEE*	left	L	1.093226400000276	Schaum	68
157	23	*EEE*	left	L	1.2451819999996587	Butter	58
157	24	*nnn*	nosou	N	1.3963721999998597	Dichter	-95
157	25	*VVV*	left	L	1.181354299999839	Bettler	69
157	26	*EEE*	left	N	2.96512999999959	Pflanze	44
157	27	*nnn*	nosou	N	1.2527461999998195	Schmied	-95
157	28	*nnn*	nosou	N	0.7971244999998817	Metall	-95
157	29	*nnn*	nosou	N	1.133520100000169	Doktor	-95
157	30	*VVV*	right	R	0.9253867999996146	Person	45
157	31	*nnn*	nosou	N	1.222363800000494	Seil	-95
157	32	*VVV*	left	L	1.005206000000726	Klippe	47
157	33	*nnn*	nosou	R	2.365186099999846	Redner	-95
157	34	*VVV*	right	N	0.8039473999997426	Orkan	37
157	35	*EEE*	right	N	0.9885862000000998	Junge	72
157	36	*VVV*	left	L	0.9888792000001558	Neffe	52
157	37	*nnn*	nosou	N	2.1971095999997488	Kugel	-95
157	38	*nnn*	nosou	L	1.916451799999777	Schlamm	-95
157	39	*nnn*	nosou	N	0.7179298999999446	Felsen	-95
157	40	*nnn*	nosou	L	1.5414293000003454	Kinn	-95
157	41	*VVV*	right	N	2.020022400000016	Küste	57
157	42	*EEE*	right	L	1.2772502999996505	Palast	12
157	43	*nnn*	nosou	N	3.9820035999991887	Stein	-95
157	44	*VVV*	right	R	1.9573021999995035	Moor	28
157	45	*nnn*	nosou	N	4.293351600000278	Diener	-95
157	46	*nnn*	nosou	N	1.5408357999995133	Panzer	-95
157	47	*nnn*	nosou	N	0.7850271000006614	Ecke	-95
157	48	*nnn*	nosou	N	0.8527928000003158	Blüte	-95
157	49	*nnn*	nosou	L	2.045516199999838	Grab	-95
157	50	*nnn*	nosou	R	1.8770124000002397	Gold	-95
157	51	*VVV*	right	L	2.2858036000006905	Mord	62
157	52	*EEE*	right	R	2.2208676999998715	Pfeffer	55
157	53	*VVV*	right	N	1.797094799999286	Plakat	33
157	54	*EEE*	right	N	1.086048699999992	Salat	78
157	55	*nnn*	nosou	N	0.8843943000001673	Tinte	-95
157	56	*nnn*	nosou	N	0.829364500000338	Berg	-95
157	57	*nnn*	nosou	N	0.8223033999993277	Dozent	-95
157	58	*EEE*	left	N	0.9421630999995614	Fischer	34
157	59	*nnn*	nosou	N	0.9338471999999456	Ofen	-95
157	60	*nnn*	nosou	N	1.1169772000002922	Hammer	-95
157	61	*nnn*	nosou	N	1.1017242000007172	Stirn	-95
157	62	*nnn*	nosou	R	1.6854637999995248	Pfarrer	-95
157	63	*EEE*	left	N	2.229198500000166	Brief	51
157	64	*nnn*	nosou	N	0.8448336000001291	Rathaus	-95
157	65	*EEE*	left	N	0.9180624999999054	Apfel	38
157	66	*EEE*	left	N	2.5412080000005517	Mutter	30
157	67	*EEE*	left	N	4.086012099999607	Schiff	19
157	68	*nnn*	nosou	L	1.2621413999995639	Keller	-95
157	69	*EEE*	left	R	1.1820514000000912	Schmutz	16
157	70	*nnn*	nosou	N	1.763195900000028	König	-95
157	71	*EEE*	left	N	1.349926900000355	Zucker	8
157	72	*VVV*	left	L	1.1973592999993343	Blut	7
157	73	*VVV*	left	L	1.1739532999999938	Gift	40
157	74	*nnn*	nosou	N	1.7558165000000372	Wiege	-95
157	75	*nnn*	nosou	N	1.2440213999998377	Sklave	-95
157	76	*nnn*	nosou	N	0.9260553999993135	Altar	-95
157	77	*VVV*	left	N	0.981841799999529	Stange	17
157	78	*nnn*	nosou	N	2.7003006999993886	Mönch	-95
157	79	*nnn*	nosou	N	1.0459181000005628	Stuhl	-95
157	80	*VVV*	right	N	1.2931126000003133	Eisen	64
157	81	*VVV*	left	R	1.5894406999996136	Kalk	43
157	82	*nnn*	nosou	N	1.8772234999996726	Staub	-95
157	83	*VVV*	left	N	0.9332065999997212	Frosch	70
157	84	*VVV*	left	L	1.0933850999999777	Kind	10
157	85	*EEE*	right	N	0.9658306999999695	Sänger	36
157	86	*EEE*	right	R	0.9888510999999198	Schädel	63
157	87	*EEE*	left	L	2.1738351000003604	Wiese	27
157	88	*nnn*	nosou	N	1.7414578999996593	Nässe	-95
157	89	*nnn*	nosou	N	1.2212058999994042	Elefant	-95
157	90	*EEE*	right	L	3.147720300000401	Larve	76
157	91	*nnn*	nosou	N	1.045168399999966	Pianist	-95
157	92	*EEE*	right	R	1.9890138000000661	Kaffee	77
157	93	*VVV*	right	N	2.197575300000608	Papier	49
157	94	*VVV*	right	L	1.5662202000003163	Fenster	3
157	95	*VVV*	left	L	1.445223800000349	Leiche	6
157	96	*VVV*	left	L	3.0842499000000316	Yacht	54
157	97	*nnn*	nosou	N	2.3736541999996916	Gabel	-95
157	98	*VVV*	left	L	1.316793100000723	Wald	61
157	99	*EEE*	left	N	0.798141499999474	Gelenk	11
157	100	*EEE*	left	L	1.7491514999992432	Lerche	80
157	101	*EEE*	right	R	1.909506699999838	Geld	15
157	102	*EEE*	right	R	1.9017865000005258	Buch	21
157	103	*nnn*	nosou	N	1.4847812000007252	Möbel	-95
157	104	*nnn*	nosou	N	1.493054000000484	Puppe	-95
157	105	*nnn*	nosou	L	4.221327100000053	Richter	-95
157	106	*nnn*	nosou	N	0.7980091999997967	Fuchs	-95
157	107	*nnn*	nosou	N	0.6695589000000837	Vogel	-95
157	108	*nnn*	nosou	R	0.8445488999996087	Klavier	-95
157	109	*VVV*	right	N	0.9172902000000249	Lager	29
157	110	*nnn*	nosou	N	0.709478499999932	Fabrik	-95
157	111	*VVV*	left	L	0.9574523000001136	Harfe	42
157	112	*EEE*	left	N	1.0607092000000193	Schüler	75
157	113	*nnn*	nosou	N	0.9148442000005161	Lawine	-95
157	114	*nnn*	nosou	N	1.156582900000103	Körper	-95
157	115	*EEE*	right	L	1.5011709999998857	Schleim	4
157	116	*EEE*	left	N	0.8137358000003587	Luft	35
157	117	*nnn*	nosou	N	0.7570366999998441	Pudding	-95
157	118	*nnn*	nosou	L	0.972947700000077	Hafer	-95
157	119	*VVV*	left	N	1.4697852000008425	Gehirn	65
157	120	*nnn*	nosou	N	0.9180362000006426	Fahne	-95
157	121	*VVV*	right	N	0.9183296999999584	Feuer	41
157	122	*nnn*	nosou	N	1.2452306999994107	Gemüse	-95
157	123	*EEE*	right	R	1.669719299999997	Nonne	39
157	124	*EEE*	right	R	1.6199930000002496	Insekt	5
157	125	*nnn*	nosou	N	1.6623368000000482	Sauna	-95
157	126	*nnn*	nosou	N	0.7972887000005358	Erde	-95
157	127	*VVV*	right	L	1.1726800999995248	Kneipe	2
157	128	*nnn*	nosou	N	0.7731988999994428	Brett	-95
157	129	*VVV*	left	N	0.9961639000002833	Wolle	32
157	130	*nnn*	nosou	N	1.0774787000000288	Hotel	-95
157	131	*VVV*	right	R	2.357336799999757	Vulkan	26
157	132	*VVV*	right	R	1.341608400000041	Blase	46
157	133	*nnn*	nosou	N	0.932719200000065	Toast	-95
157	134	*EEE*	left	L	1.2373932000000423	Auto	25
157	135	*nnn*	nosou	N	0.988771700000143	Raupe	-95
157	136	*nnn*	nosou	N	0.9893024000002697	Winter	-95
157	137	*VVV*	left	N	0.9729213000000527	Bankier	24
157	138	*EEE*	right	N	1.4772069999999076	Nagel	9
157	139	*nnn*	nosou	N	1.8131505000001198	Pfeife	-95
157	140	*nnn*	nosou	N	1.0697937000004458	Wasser	-95
157	141	*nnn*	nosou	N	0.9418579000002865	Allee	-95
157	142	*nnn*	nosou	N	1.2213170000004538	Bauch	-95
157	143	*nnn*	nosou	N	1.821629699999903	Sumpf	-95
157	144	*nnn*	nosou	L	1.7418391999999585	Garten	-95
157	145	*VVV*	right	N	0.8451825000001918	Pferd	20
157	146	*EEE*	left	N	1.6048233999999866	Mädchen	66
157	147	*VVV*	left	N	1.620436900000641	Wohnung	18
157	148	*nnn*	nosou	N	2.2931278000005477	Halle	-95
157	149	*nnn*	nosou	L	2.2214527000005546	Meer	-95
157	150	*VVV*	right	L	0.8851925999997547	Hektar	60
157	151	*EEE*	right	N	2.0054054000001997	Boden	13
157	152	*nnn*	nosou	N	0.9172215999997206	Dampf	-95
157	153	*nnn*	nosou	N	0.8781542999995509	Sessel	-95
157	154	*EEE*	left	R	1.0773718000000372	Pfeil	48
157	155	*nnn*	nosou	R	1.6131264000005103	Küche	-95
157	156	*nnn*	nosou	N	0.9330592999995133	Hütte	-95
157	157	*nnn*	nosou	N	0.9334886999995433	Haut	-95
157	158	*VVV*	right	N	0.9013531000000512	Ehefrau	73
157	159	*nnn*	nosou	N	1.1341049000002386	Fluss	-95
157	160	*EEE*	right	N	1.2291520999997374	Strand	74
