"id","trial_no","item_type","ori_source","source","moni_response","assign","rt_moni","word","study_pos","age","gender","occupation","strategy1","strategy2"
108,160,"distractor","nosou","nosou","N","N",0.78117519999978,"Gemüse",-95,24,"w","stud_non_psy",1,"Ich habe mir eine Geschichte mit den EEE Wörtern ausgedacht"
109,1,"F item","right","bottom","R","B",6.32171939999898,"Abgrund",29,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,2,"R item","left","top","R","B",4.03628349999781,"Gras",26,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,3,"R item","right","bottom","R","B",1.54763800000001,"Neffe",67,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,4,"R item","right","bottom","R","B",1.94003130000056,"Plakat",1,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,5,"F item","left","top","R","B",6.81159900000057,"Zimmer",34,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,6,"F item","left","top","N","N",3.52588549999928,"Gelenk",60,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,7,"distractor","nosou","nosou","N","N",2.66844849999688,"Klavier",-95,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,8,"distractor","nosou","nosou","N","N",1.53099110000039,"Schlamm",-95,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,9,"R item","left","top","L","T",5.852429999999,"Vulkan",44,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,10,"F item","right","bottom","N","N",2.7561749000015,"Wiege",3,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,11,"distractor","nosou","nosou","L","T",4.45311940000101,"Wiese",-95,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,12,"R item","right","bottom","L","T",3.95695970000088,"Sauna",43,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,13,"distractor","nosou","nosou","N","N",3.74908719999803,"Schiff",-95,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,14,"distractor","nosou","nosou","N","N",3.50817140000072,"Elefant",-95,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,15,"distractor","nosou","nosou","N","N",1.6688807999999,"Sklave",-95,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,16,"distractor","nosou","nosou","N","N",1.97299460000067,"Luft",-95,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,17,"R item","right","bottom","N","N",6.07661720000033,"Wolle",41,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,18,"distractor","nosou","nosou","N","N",3.47061480000048,"Kind",-95,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,19,"F item","left","top","L","T",8.34874029999992,"Heer",6,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,20,"R item","left","top","R","B",6.37292410000009,"Schmied",16,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,21,"R item","right","bottom","L","T",3.77166550000038,"Klippe",66,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,22,"F item","left","top","L","T",2.58106349999798,"Sessel",19,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,23,"R item","right","bottom","L","T",2.4375297000006,"Vieh",17,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,24,"R item","right","bottom","R","B",2.34222690000024,"Pfeife",61,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,25,"distractor","nosou","nosou","N","N",4.30794699999751,"Räuber",-95,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,26,"distractor","nosou","nosou","N","N",3.23636970000007,"Becher",-95,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,27,"distractor","nosou","nosou","R","B",5.00424399999974,"Küche",-95,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,28,"distractor","nosou","nosou","N","N",2.54789030000029,"Lawine",-95,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,29,"R item","left","top","L","T",6.60532420000163,"Hektar",9,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,30,"distractor","nosou","nosou","N","N",3.11768370000209,"Seil",-95,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,31,"distractor","nosou","nosou","N","N",2.66205520000221,"Garten",-95,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,32,"F item","left","top","N","N",2.9253658000016,"Larve",76,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,33,"R item","left","top","L","T",1.50042699999904,"Mädchen",15,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,34,"F item","right","bottom","R","B",1.74878420000096,"Bauch",77,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,35,"F item","left","top","N","N",2.53995690000011,"König",64,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,36,"distractor","nosou","nosou","N","N",1.89354570000069,"Buch",-95,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,37,"distractor","nosou","nosou","N","N",1.68499810000139,"Wasser",-95,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,38,"distractor","nosou","nosou","N","N",3.39708489999975,"Gehirn",-95,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,39,"R item","right","bottom","R","B",1.42948370000158,"Hose",75,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,40,"R item","left","top","L","T",1.71749930000078,"Ehefrau",53,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,41,"F item","right","bottom","R","B",3.98002869999982,"Feuer",38,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,42,"distractor","nosou","nosou","N","N",3.47705159999896,"Frosch",-95,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,43,"F item","left","top","L","T",3.11743819999901,"Flasche",49,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,44,"R item","right","bottom","L","T",2.85397179999927,"Bankier",56,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,45,"R item","left","top","L","T",6.80216199999995,"Pflanze",30,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,46,"distractor","nosou","nosou","L","T",7.93310699999711,"Fabrik",-95,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,47,"distractor","nosou","nosou","N","N",2.84558539999853,"Schädel",-95,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,48,"distractor","nosou","nosou","R","B",4.84351059999972,"Insekt",-95,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,49,"R item","right","bottom","L","T",4.88513550000062,"Fluss",55,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,50,"F item","right","bottom","N","N",2.24530679999953,"Gold",27,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,51,"distractor","nosou","nosou","N","N",2.96578319999753,"Erde",-95,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,52,"F item","left","top","R","B",2.29254819999915,"Junge",20,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,53,"F item","right","bottom","L","T",5.95733440000186,"Vogel",45,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,54,"distractor","nosou","nosou","N","N",2.80538090000118,"Körper",-95,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,55,"distractor","nosou","nosou","N","N",3.57320849999815,"Auto",-95,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,56,"distractor","nosou","nosou","N","N",2.43678229999932,"Orkan",-95,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,57,"distractor","nosou","nosou","N","N",2.87721139999849,"Getränk",-95,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,58,"R item","left","top","L","T",2.44353770000089,"Doktor",80,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,59,"distractor","nosou","nosou","N","N",3.69396530000085,"Altar",-95,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,60,"R item","right","bottom","R","B",2.31545590000314,"Toast",13,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,61,"R item","left","top","L","T",4.3413103999992,"Tinte",33,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,62,"R item","right","bottom","R","B",2.12527100000079,"Metall",35,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,63,"distractor","nosou","nosou","L","T",5.8932816000015,"Sumpf",-95,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,64,"distractor","nosou","nosou","N","N",2.36516899999697,"Person",-95,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,65,"F item","left","top","N","N",2.44469919999756,"Fischer",14,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,66,"distractor","nosou","nosou","L","T",5.63729239999884,"Butter",-95,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,67,"distractor","nosou","nosou","N","N",2.09385209999891,"Pfeffer",-95,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,68,"R item","right","bottom","R","B",1.42992599999707,"Fenster",36,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,69,"F item","left","top","L","T",2.07730269999956,"Dampf",63,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,70,"F item","right","bottom","R","B",2.63723260000188,"Stuhl",54,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,71,"F item","right","bottom","L","T",2.09345589999793,"Schleim",48,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,72,"R item","left","top","L","T",3.02966549999837,"Moor",2,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,73,"F item","right","bottom","N","N",4.41342069999882,"Strand",68,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,74,"R item","left","top","L","T",2.02828059999956,"Dozent",58,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,75,"R item","left","top","L","T",2.62130030000117,"Redner",24,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,76,"distractor","nosou","nosou","N","N",1.62945679999757,"Schüler",-95,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,77,"distractor","nosou","nosou","N","N",1.69400780000069,"Nässe",-95,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,78,"F item","right","bottom","N","N",2.10223110000152,"Pianist",50,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,79,"distractor","nosou","nosou","R","B",6.89332790000117,"Küste",-95,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,80,"distractor","nosou","nosou","N","N",1.9811735000003,"Harfe",-95,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,81,"F item","right","bottom","L","T",4.04549849999967,"Kneipe",46,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,82,"R item","right","bottom","R","B",1.59735689999798,"Blüte",69,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,83,"F item","right","bottom","R","B",8.40538319999905,"Richter",7,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,84,"distractor","nosou","nosou","N","N",3.53355229999943,"Hammer",-95,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,85,"distractor","nosou","nosou","N","N",1.45348110000123,"Brett",-95,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,86,"R item","right","bottom","R","B",2.22967040000003,"Hütte",59,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,87,"F item","right","bottom","N","N",1.60537340000155,"Stirn",21,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,88,"R item","left","top","L","T",1.0536245000003,"Blut",39,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,89,"distractor","nosou","nosou","N","N",1.28283309999824,"Yacht",-95,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,90,"R item","left","top","R","B",1.43878699999914,"Kalk",40,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,91,"F item","right","bottom","R","B",3.38949370000046,"Brief",37,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,92,"distractor","nosou","nosou","N","N",3.15726200000063,"Stange",-95,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,93,"distractor","nosou","nosou","N","N",1.84526849999747,"Raupe",-95,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,94,"F item","left","top","N","N",2.91865250000046,"Kinn",25,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,95,"distractor","nosou","nosou","N","N",4.37331559999802,"Winter",-95,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,96,"distractor","nosou","nosou","N","N",1.50989629999822,"Meer",-95,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,97,"distractor","nosou","nosou","N","N",1.91707980000137,"Puppe",-95,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,98,"distractor","nosou","nosou","N","N",1.98973920000208,"Mord",-95,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,99,"distractor","nosou","nosou","L","T",2.4144759999981,"Kaffee",-95,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,100,"distractor","nosou","nosou","N","N",2.8379711000016,"Keller",-95,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,101,"distractor","nosou","nosou","N","N",2.17333780000263,"Panzer",-95,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,102,"distractor","nosou","nosou","N","N",1.77310969999962,"Wohnung",-95,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,103,"R item","left","top","R","B",2.37330049999946,"Auspuff",57,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,104,"F item","left","top","L","T",1.62142639999729,"Nonne",47,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,105,"F item","right","bottom","L","T",2.30188460000136,"Nagel",5,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,106,"distractor","nosou","nosou","R","B",6.34994000000006,"Gabel",-95,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,107,"distractor","nosou","nosou","N","N",3.86162410000179,"Diamant",-95,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,108,"F item","left","top","L","T",1.70922860000064,"Lager",42,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,109,"F item","right","bottom","N","N",1.54981170000246,"Stern",23,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,110,"distractor","nosou","nosou","N","N",1.63692739999897,"Staub",-95,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,111,"F item","right","bottom","R","B",1.28547610000169,"Sänger",12,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,112,"R item","right","bottom","R","B",1.46939130000101,"Sturm",52,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,113,"distractor","nosou","nosou","N","N",3.01360600000044,"Nektar",-95,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,114,"distractor","nosou","nosou","N","N",1.4464638999998,"Geld",-95,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,115,"distractor","nosou","nosou","L","T",3.40624200000093,"Pfarrer",-95,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,116,"distractor","nosou","nosou","N","N",1.357396899999,"Zucker",-95,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,117,"distractor","nosou","nosou","N","N",1.68639839999742,"Zeitung",-95,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,118,"F item","right","bottom","R","B",1.22105720000036,"Hafer",31,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
109,119,"distractor","nosou","nosou","N","N",2.45418169999903,"Pudding",-95,33,"w","stud_non_psy",1,"Ich habe mir blockweise eine Geschichte mit zusammenpassenden Wörtern ausgedacht. Bei VVV habe ich die Wörter einfach ignoriert."
