subj_id	trial_no	item_type	source	recog	rt_recog	assign	rt_assign	word	study_pos
38	1	*EEE*	bottom	old	5.428027195041068	T	6.385403264983324	Geld	12
38	2	*nnn*	nosou	new	3.1436477642855607	N	-66	Pianist	-95
38	3	*VVV*	top	new	2.0778201799839735	N	-66	Gabel	69
38	4	*nnn*	nosou	new	4.293207313719904	N	-66	Felsen	-95
38	5	*nnn*	nosou	new	1.4843951025395654	N	-66	Rathaus	-95
38	6	*EEE*	top	old	1.2121067288389895	B	2.598102403106168	Küche	75
38	7	*nnn*	nosou	new	3.3461639447777998	N	-66	Metall	-95
38	8	*nnn*	nosou	new	1.5319888705853373	N	-66	Junge	-95
38	9	*nnn*	nosou	old	3.421370795695111	T	1.1977641882840544	Grab	-95
38	10	*EEE*	bottom	old	1.8405541077954695	B	1.789387422555592	Schmied	45
38	11	*nnn*	nosou	new	5.47352086394676	N	-66	Ofen	-95
38	12	*nnn*	nosou	new	1.077828795358073	N	-66	Pfeffer	-95
38	13	*nnn*	nosou	new	1.1818187785393093	N	-66	Mutter	-95
38	14	*VVV*	bottom	new	0.868591395119438	N	-66	Diener	21
38	15	*nnn*	nosou	new	0.8679673961596563	N	-66	Dozent	-95
38	16	*nnn*	nosou	old	3.027447749831481	T	0.6699845415714663	Körper	-95
38	17	*VVV*	top	old	3.1533326714416035	B	0.8456597404438071	Tinte	64
38	18	*VVV*	bottom	new	11.162802604638273	N	-66	Richter	19
38	19	*EEE*	top	new	4.964197392080678	N	-66	Ecke	71
38	20	*VVV*	bottom	new	2.9800024943542667	N	-66	Hütte	26
38	21	*VVV*	bottom	new	0.8537183938897215	N	-66	Garten	76
38	22	*EEE*	top	old	1.0851391423493624	T	0.749792000366142	Mönch	49
38	23	*VVV*	bottom	new	1.2511770237179007	N	-66	Moor	57
38	24	*EEE*	top	new	1.2683790467563085	N	-66	Mädchen	74
38	25	*nnn*	nosou	new	2.028772465622751	N	-66	Eisen	-95
38	26	*VVV*	bottom	old	3.580522534524789	B	0.6619985033757985	Bauch	61
38	27	*EEE*	bottom	old	3.722637583356118	B	0.8540822907234542	Schaum	30
38	28	*nnn*	nosou	old	4.474603118607774	T	0.574108186061494	Sänger	-95
38	29	*nnn*	nosou	new	3.9855085365998093	N	-66	Nektar	-95
38	30	*EEE*	bottom	old	1.2699810954218265	T	3.2690227380080614	Ehefrau	78
38	31	*VVV*	bottom	new	1.0341193286003545	N	-66	Gelenk	1
38	32	*EEE*	top	old	2.1253056405112147	B	0.9734199410595465	Redner	53
38	33	*EEE*	bottom	old	1.07847289685742	B	1.2213460983184632	Sklave	14
38	34	*VVV*	bottom	new	4.810734669561498	N	-66	Stirn	15
38	35	*nnn*	nosou	new	0.9172083409794141	N	-66	Mord	-95
38	36	*nnn*	nosou	new	1.5573094444407616	N	-66	Boden	-95
38	37	*EEE*	bottom	old	1.0115700322785415	T	0.477519626612775	Insekt	67
38	38	*EEE*	bottom	old	1.5389878334535751	B	1.0615777451021131	Stein	58
38	39	*nnn*	nosou	new	12.083119863586035	N	-66	Pferd	-95
38	40	*nnn*	nosou	new	1.858718590810895	N	-66	Lager	-95
38	41	*nnn*	nosou	new	1.110169665364083	N	-66	Stuhl	-95
38	42	*VVV*	bottom	new	1.054089757410111	N	-66	Möbel	24
38	43	*nnn*	nosou	new	1.2618276728899218	N	-66	Halle	-95
38	44	*VVV*	bottom	new	0.8761852288153023	N	-66	Lawine	29
38	45	*nnn*	nosou	new	1.2691281737352256	N	-66	Larve	-95
38	46	*VVV*	bottom	new	3.123791796853766	N	-66	Zeitung	70
38	47	*nnn*	nosou	new	0.8298513561312575	N	-66	Maler	-95
38	48	*VVV*	bottom	new	1.109827101812698	N	-66	Strand	36
38	49	*VVV*	bottom	new	1.7633341319742613	N	-66	Auspuff	32
38	50	*nnn*	nosou	new	1.0458624888269696	N	-66	Sauna	-95
38	51	*VVV*	bottom	new	2.1586918421671726	N	-66	Fleisch	7
38	52	*nnn*	nosou	old	3.309324210335035	B	0.5498333541327156	Raupe	-95
38	53	*EEE*	top	old	2.0907108254905324	T	0.2857652746606618	Wald	47
38	54	*VVV*	bottom	new	1.4894925300613977	N	-66	Vulkan	5
38	55	*nnn*	nosou	new	0.773594217695063	N	-66	Brief	-95
38	56	*VVV*	top	new	0.7741373962780926	N	-66	Person	11
38	57	*nnn*	nosou	new	0.7348611530615017	N	-66	Fuchs	-95
38	58	*EEE*	bottom	old	1.0375843485817313	T	0.3655875026015565	Apfel	65
38	59	*VVV*	top	new	1.3871558774844743	N	-66	Buch	23
38	60	*EEE*	top	old	0.9331955968227703	B	0.46222693379968405	Yacht	44
38	61	*EEE*	bottom	old	0.9391964074748103	T	0.3580014637846034	Fabrik	9
38	62	*EEE*	top	old	0.7551327095134184	B	0.36623693743604235	Schädel	40
38	63	*VVV*	top	old	1.8829327049315907	T	0.3097475942631718	Staub	54
38	64	*nnn*	nosou	new	1.179594782210188	N	-66	Fahne	-95
38	65	*nnn*	nosou	new	0.6379649018053897	N	-66	Schüler	-95
38	66	*EEE*	top	old	0.957890530640725	T	0.222127635468496	Räuber	62
38	67	*nnn*	nosou	new	1.2675683814159129	N	-66	Gras	-95
38	68	*nnn*	nosou	new	0.6620140931045171	N	-66	Sessel	-95
38	69	*EEE*	top	new	0.7733012950920966	N	-66	Pflanze	50
38	70	*EEE*	top	old	0.9187484410358593	T	0.1980595724307932	Palast	60
38	71	*EEE*	bottom	old	0.9795836232369766	B	0.22991716116666794	Pelz	28
38	72	*VVV*	bottom	new	3.1949362954765093	N	-66	Auto	37
38	73	*nnn*	nosou	old	1.2063360716565512	T	0.17383643268840387	Gold	-95
38	74	*EEE*	top	old	3.116241450275993	B	0.46999348513782024	Fischer	25
38	75	*VVV*	top	new	1.1390647974330932	N	-66	Katze	10
38	76	*nnn*	nosou	new	1.126138459687354	N	-66	Nässe	-95
38	77	*nnn*	nosou	new	0.9257494551711716	N	-66	Pfeife	-95
38	78	*EEE*	bottom	old	2.533338201697916	T	0.2620766981272027	Wohnung	63
38	79	*VVV*	top	new	9.587061600701418	N	-66	Stern	4
38	80	*EEE*	top	new	7.245158572040964	N	-66	Wiese	13
38	81	*nnn*	nosou	new	1.0296048744930886	N	-66	Pudding	-95
38	82	*EEE*	top	old	2.6052794169809204	T	0.8780654308793601	Zucker	42
38	83	*nnn*	nosou	new	1.1875205127871595	N	-66	Stange	-95
38	84	*nnn*	nosou	new	1.2778588260698598	N	-66	Bankier	-95
38	85	*nnn*	nosou	old	2.862149149295874	B	0.6139710950083099	Keller	-95
38	86	*VVV*	bottom	old	4.322982034093002	T	0.2541197881218977	Gemüse	48
