subj_id	trial_no	item_type	source	recog	rt_recog	assign	rt_assign	word	study_pos
26	1	*VVV*	bottom	old	2.914243997016456	B	2.9380409493896877	Schüler	68
26	2	*EEE*	bottom	old	4.545077593938913	T	1.069659572924138	Mutter	33
26	3	*VVV*	bottom	old	1.8651021929399576	B	2.3896710436965805	Blase	51
26	4	*EEE*	top	old	1.2333446974516846	T	4.565095259604277	Schmied	55
26	5	*EEE*	bottom	old	1.0418076412024675	B	1.34118524043879	Harfe	77
26	6	*nnn*	nosou	new	2.306424992522807	N	-66	Schmutz	-95
26	7	*nnn*	nosou	new	1.7179217041120864	N	-66	Hafer	-95
26	8	*nnn*	nosou	new	0.9632623137586052	N	-66	Gehirn	-95
26	9	*VVV*	bottom	old	1.339681238590856	B	7.9252593951823656	Auto	78
26	10	*VVV*	top	old	2.867855016840622	T	2.045835133336368	Sessel	36
26	11	*VVV*	top	old	1.0809629714494804	T	0.4369137684989255	Richter	75
26	12	*nnn*	nosou	new	1.5865094398031943	N	-66	Halle	-95
26	13	*VVV*	bottom	old	1.9333217640960356	B	0.7734471057920018	Sauna	6
26	14	*EEE*	bottom	old	1.6414990459452383	B	0.7009592216927558	Wiese	18
26	15	*nnn*	nosou	new	1.6596040938748047	N	-66	Hütte	-95
26	16	*EEE*	top	old	4.900021620531334	B	0.7971591349778464	Rathaus	14
26	17	*nnn*	nosou	new	1.264635402636486	N	-66	Diamant	-95
26	18	*nnn*	nosou	new	0.9825353631167673	N	-66	Gift	-95
26	19	*VVV*	bottom	new	4.396021410488174	N	-66	Küche	1
26	20	*EEE*	top	old	2.4944683008943684	T	0.4216329291812144	Heer	80
26	21	*nnn*	nosou	new	1.2416577333206078	N	-66	Tinte	-95
26	22	*EEE*	top	old	0.9012893143953988	T	0.5242939786112402	Meer	74
26	23	*EEE*	top	old	2.264358479209477	B	0.517870996351121	Sänger	16
26	24	*nnn*	nosou	new	1.6738350857485784	N	-66	Hektar	-95
26	25	*VVV*	bottom	new	2.797401596806594	N	-66	Metall	38
26	26	*nnn*	nosou	new	0.8382229803828523	N	-66	Blüte	-95
26	27	*EEE*	bottom	old	0.9576434350456111	B	0.9571474344411399	Gold	49
26	28	*nnn*	nosou	new	1.2651765315094963	N	-66	Pferd	-95
26	29	*VVV*	top	old	1.9016589558741543	T	0.6778002188220853	Hose	48
