subj_id	trial_no	item_type	source	moni_response	rt_moni	word	study_pos
111	1	*nnn*	nosou	N	3.560949400000027	Fluss	-95
111	2	*nnn*	nosou	N	1.1714154000001145	Gehirn	-95
111	3	*VVV*	right	R	1.220011999999997	Richter	1
111	4	*VVV*	left	L	1.9960647000000336	Pfeife	7
111	5	*nnn*	nosou	N	1.4755977000002076	Nagel	-95
111	6	*nnn*	nosou	N	0.9734947000001739	Reptil	-95
111	7	*VVV*	left	L	3.789188700000068	Ehefrau	62
111	8	*nnn*	nosou	N	2.2053073999998105	Diener	-95
111	9	*nnn*	nosou	R	2.460151900000028	Stern	-95
111	10	*nnn*	nosou	N	1.0281698999999662	Halle	-95
111	11	*nnn*	nosou	N	1.0678467999998702	Boden	-95
111	12	*nnn*	nosou	N	1.1807854000001043	Strand	-95
111	13	*nnn*	nosou	N	0.9003161000000546	Gabel	-95
111	14	*VVV*	right	N	1.1242839999999887	Räuber	73
111	15	*EEE*	right	R	1.2828480000000582	Wolle	38
111	16	*nnn*	nosou	N	1.1481151999998929	Diamant	-95
111	17	*EEE*	left	L	1.1961639999999534	Pelz	26
111	18	*VVV*	left	L	1.2212537999998858	Bettler	45
111	19	*VVV*	left	L	0.9477007000000413	Sklave	41
111	20	*nnn*	nosou	N	1.005853100000195	Hose	-95
111	21	*EEE*	left	R	1.4212168999999903	Winter	35
111	22	*nnn*	nosou	N	0.8516033999999308	Lawine	-95
111	23	*EEE*	right	R	0.869531600000073	Fuchs	58
111	24	*nnn*	nosou	N	1.0930981999999858	Larve	-95
111	25	*VVV*	right	L	1.805177500000127	Getränk	72
111	26	*nnn*	nosou	N	2.636743800000204	Leiche	-95
111	27	*VVV*	left	L	1.6119143000000804	Mädchen	63
111	28	*nnn*	nosou	R	3.181157500000154	Nektar	-95
111	29	*EEE*	left	L	1.3179761999999755	Eisen	74
111	30	*VVV*	right	R	1.2220409999999902	Palast	76
111	31	*nnn*	nosou	N	0.958059300000059	Neffe	-95
111	32	*EEE*	right	R	1.469643700000006	Nonne	15
111	33	*nnn*	nosou	N	1.0437339999998585	Küche	-95
111	34	*EEE*	left	L	0.853005800000119	Brief	6
111	35	*VVV*	right	R	2.3261371000000963	Moor	28
111	36	*nnn*	nosou	N	0.7743222999999944	Fleisch	-95
111	37	*VVV*	left	N	1.6850594	Harfe	4
111	38	*nnn*	nosou	N	0.7184717000000092	Gras	-95
111	39	*nnn*	nosou	N	0.8531206000000111	Frosch	-95
111	40	*nnn*	nosou	N	0.957314199999928	Schüler	-95
111	41	*nnn*	nosou	N	0.7740772999998171	Feuer	-95
111	42	*nnn*	nosou	N	0.6761794999999893	Tinte	-95
111	43	*nnn*	nosou	N	0.677699500000017	Sauna	-95
111	44	*nnn*	nosou	N	0.6267093999999815	Zeitung	-95
111	45	*VVV*	right	R	0.7740552999998727	Pfeffer	65
111	46	*nnn*	nosou	N	2.4211822999998276	Kind	-95
111	47	*nnn*	nosou	L	1.652187099999992	Ofen	-95
111	48	*nnn*	nosou	N	1.2126564000000144	Hafer	-95
111	49	*nnn*	nosou	N	0.9811092999998436	Lager	-95
111	50	*EEE*	right	R	0.966060299999981	Puppe	61
111	51	*nnn*	nosou	N	0.789551400000164	Gelenk	-95
111	52	*nnn*	nosou	N	0.7908881000000747	Gift	-95
111	53	*nnn*	nosou	N	0.7663622000000032	Elefant	-95
111	54	*nnn*	nosou	N	0.8132051000000047	Hammer	-95
111	55	*nnn*	nosou	N	1.2533132000000933	Schaum	-95
111	56	*EEE*	left	L	0.6690347000001111	Butter	25
111	57	*VVV*	right	R	1.8296382999999423	Stirn	59
111	58	*VVV*	left	N	4.7657484000001205	Stuhl	43
111	59	*nnn*	nosou	N	1.4690325999999914	Schmutz	-95
111	60	*VVV*	left	L	0.8134086999998544	Salat	56
111	61	*VVV*	left	L	1.4536369999998442	Rathaus	3
111	62	*VVV*	left	N	0.750295099999903	Flasche	75
111	63	*nnn*	nosou	N	0.8848604999998315	Panzer	-95
111	64	*nnn*	nosou	N	0.5900770000000648	Fahne	-95
111	65	*EEE*	right	R	2.1976971999999932	Wiege	23
111	66	*VVV*	right	N	1.1821114999997917	Raupe	30
111	67	*EEE*	left	L	0.8135121000000254	Brett	67
111	68	*nnn*	nosou	N	0.9644202000001769	Apfel	-95
111	69	*nnn*	nosou	N	6.429574499999944	Schädel	-95
111	70	*nnn*	nosou	N	1.1488894999999957	Wohnung	-95
111	71	*nnn*	nosou	N	0.6618621999998595	Ecke	-95
111	72	*EEE*	left	N	0.6603460000001178	Zimmer	48
111	73	*EEE*	right	R	0.8372102999999242	Schiff	54
111	74	*nnn*	nosou	N	0.6528157000000192	Pudding	-95
111	75	*nnn*	nosou	N	1.9743814999999358	Fischer	-95
111	76	*EEE*	right	R	0.8933506000000762	Hotel	77
111	77	*EEE*	right	N	0.6145081999998183	Luft	36
111	78	*EEE*	right	R	1.8294727999998486	Auto	70
111	79	*VVV*	left	N	0.48273810000000594	König	60
111	80	*EEE*	right	R	1.558252100000118	Fenster	71
111	81	*nnn*	nosou	N	0.517070399999966	Hütte	-95
111	82	*VVV*	right	L	2.141558000000032	Stein	34
111	83	*nnn*	nosou	N	0.8296041999999488	Fabrik	-95
111	84	*nnn*	nosou	N	0.701475900000105	Toast	-95
111	85	*EEE*	left	L	0.7811561999999412	Sänger	18
111	86	*nnn*	nosou	N	0.709071399999857	Klavier	-95
111	87	*VVV*	left	N	0.701008100000081	Blüte	44
111	88	*EEE*	right	N	1.4932404000001043	Altar	55
111	89	*EEE*	right	R	0.787894999999935	Yacht	19
111	90	*VVV*	right	N	0.5004228000000239	Abgrund	40
111	91	*nnn*	nosou	N	2.3420916999998553	Pfeil	-95
111	92	*nnn*	nosou	N	0.7574551000000156	Person	-95
111	93	*nnn*	nosou	N	2.0292414999998982	Klippe	-95
111	94	*VVV*	right	R	1.06868929999996	Bankier	33
111	95	*EEE*	right	L	1.4297667000000729	Sturm	5
111	96	*VVV*	left	N	0.6052958999998737	Dozent	51
111	97	*nnn*	nosou	N	3.053958400000056	Berg	-95
111	98	*nnn*	nosou	N	1.7101109000000179	Dichter	-95
111	99	*nnn*	nosou	N	2.6217199000000164	Staub	-95
111	100	*nnn*	nosou	N	0.693717500000048	Allee	-95
111	101	*nnn*	nosou	N	0.693698300000051	Garten	-95
111	102	*nnn*	nosou	N	0.7180373000001055	Pfarrer	-95
111	103	*VVV*	left	L	1.0133276999999907	Sessel	11
111	104	*nnn*	nosou	N	0.8298746999998912	Geld	-95
111	105	*nnn*	nosou	N	0.9240541000001485	Junge	-95
111	106	*EEE*	right	R	1.0693802000000687	Wiese	53
111	107	*nnn*	nosou	N	0.9971755999999914	Schleim	-95
111	108	*EEE*	left	L	0.7649447999999666	Doktor	8
111	109	*nnn*	nosou	N	0.581643399999848	Sumpf	-95
111	110	*EEE*	right	R	1.3492911000000731	Dampf	22
111	111	*EEE*	left	L	0.9336923000000752	Blut	52
111	112	*VVV*	right	N	0.8623634999999013	Pianist	64
111	113	*nnn*	nosou	N	1.4302864000001136	Felsen	-95
111	114	*VVV*	left	L	2.053522199999861	Pferd	66
111	115	*nnn*	nosou	N	0.9737864999999601	Grab	-95
111	116	*nnn*	nosou	N	2.589134399999921	Erde	-95
111	117	*nnn*	nosou	N	1.044780800000126	Mönch	-95
111	118	*VVV*	right	N	0.7254179999999906	Keller	24
111	119	*VVV*	right	R	0.7337347999998656	Kneipe	16
111	120	*nnn*	nosou	N	0.6460393000002114	Haut	-95
111	121	*nnn*	nosou	N	0.7253100999998878	Metall	-95
111	122	*EEE*	left	L	0.6844645000001037	Zucker	47
111	123	*nnn*	nosou	N	2.189114199999949	Kaffee	-95
111	124	*VVV*	right	R	0.7500210000000607	Meer	32
111	125	*VVV*	right	R	1.308734399999821	Vieh	17
111	126	*nnn*	nosou	N	1.070279100000107	Heer	-95
111	127	*nnn*	nosou	N	1.0527734000002056	Vulkan	-95
111	128	*EEE*	right	N	1.7470495000000028	Insekt	10
111	129	*VVV*	right	R	1.276017000000138	Orkan	13
111	130	*nnn*	nosou	N	0.4376717000000099	Gold	-95
111	131	*EEE*	left	L	1.3018822999999884	Seil	27
111	132	*EEE*	right	R	1.4137047999997776	Küste	42
111	133	*nnn*	nosou	N	1.3819312999999056	Kinn	-95
111	134	*EEE*	left	L	0.8137262000000192	Nässe	2
111	135	*EEE*	left	L	1.5499703000000409	Kalk	69
111	136	*nnn*	nosou	N	0.7495544000000791	Schmied	-95
111	137	*EEE*	left	L	4.2612466999999015	Schlamm	31
111	138	*EEE*	left	N	0.6295258999998623	Hektar	78
111	139	*VVV*	left	N	2.1973997000000054	Redner	49
111	140	*VVV*	right	R	0.8131210000001374	Möbel	80
111	141	*nnn*	nosou	N	0.6133707000001323	Katze	-95
