subj_id_no	age	gender	occupation	strategy1	strategy2
165	26	w	stud_non_psy	1	Zusammenhängende Geschichte/Szenario, um die EEE Wörter zu merken
165	26	w	stud_non_psy	1	Zusammenhängende Geschichte/Szenario, um die EEE Wörter zu merken
165	26	w	stud_non_psy	1	Zusammenhängende Geschichte/Szenario, um die EEE Wörter zu merken
165	26	w	stud_non_psy	1	Zusammenhängende Geschichte/Szenario, um die EEE Wörter zu merken
165	26	w	stud_non_psy	1	Zusammenhängende Geschichte/Szenario, um die EEE Wörter zu merken
165	26	w	stud_non_psy	1	Zusammenhängende Geschichte/Szenario, um die EEE Wörter zu merken
165	26	w	stud_non_psy	1	Zusammenhängende Geschichte/Szenario, um die EEE Wörter zu merken
165	26	w	stud_non_psy	1	Zusammenhängende Geschichte/Szenario, um die EEE Wörter zu merken
165	26	w	stud_non_psy	1	Zusammenhängende Geschichte/Szenario, um die EEE Wörter zu merken
165	26	w	stud_non_psy	1	Zusammenhängende Geschichte/Szenario, um die EEE Wörter zu merken
165	26	w	stud_non_psy	1	Zusammenhängende Geschichte/Szenario, um die EEE Wörter zu merken
165	26	w	stud_non_psy	1	Zusammenhängende Geschichte/Szenario, um die EEE Wörter zu merken
165	26	w	stud_non_psy	1	Zusammenhängende Geschichte/Szenario, um die EEE Wörter zu merken
165	26	w	stud_non_psy	1	Zusammenhängende Geschichte/Szenario, um die EEE Wörter zu merken
165	26	w	stud_non_psy	1	Zusammenhängende Geschichte/Szenario, um die EEE Wörter zu merken
165	26	w	stud_non_psy	1	Zusammenhängende Geschichte/Szenario, um die EEE Wörter zu merken
165	26	w	stud_non_psy	1	Zusammenhängende Geschichte/Szenario, um die EEE Wörter zu merken
165	26	w	stud_non_psy	1	Zusammenhängende Geschichte/Szenario, um die EEE Wörter zu merken
165	26	w	stud_non_psy	1	Zusammenhängende Geschichte/Szenario, um die EEE Wörter zu merken
165	26	w	stud_non_psy	1	Zusammenhängende Geschichte/Szenario, um die EEE Wörter zu merken
165	26	w	stud_non_psy	1	Zusammenhängende Geschichte/Szenario, um die EEE Wörter zu merken
165	26	w	stud_non_psy	1	Zusammenhängende Geschichte/Szenario, um die EEE Wörter zu merken
165	26	w	stud_non_psy	1	Zusammenhängende Geschichte/Szenario, um die EEE Wörter zu merken
165	26	w	stud_non_psy	1	Zusammenhängende Geschichte/Szenario, um die EEE Wörter zu merken
165	26	w	stud_non_psy	1	Zusammenhängende Geschichte/Szenario, um die EEE Wörter zu merken
165	26	w	stud_non_psy	1	Zusammenhängende Geschichte/Szenario, um die EEE Wörter zu merken
165	26	w	stud_non_psy	1	Zusammenhängende Geschichte/Szenario, um die EEE Wörter zu merken
165	26	w	stud_non_psy	1	Zusammenhängende Geschichte/Szenario, um die EEE Wörter zu merken
165	26	w	stud_non_psy	1	Zusammenhängende Geschichte/Szenario, um die EEE Wörter zu merken
165	26	w	stud_non_psy	1	Zusammenhängende Geschichte/Szenario, um die EEE Wörter zu merken
165	26	w	stud_non_psy	1	Zusammenhängende Geschichte/Szenario, um die EEE Wörter zu merken
165	26	w	stud_non_psy	1	Zusammenhängende Geschichte/Szenario, um die EEE Wörter zu merken
165	26	w	stud_non_psy	1	Zusammenhängende Geschichte/Szenario, um die EEE Wörter zu merken
165	26	w	stud_non_psy	1	Zusammenhängende Geschichte/Szenario, um die EEE Wörter zu merken
165	26	w	stud_non_psy	1	Zusammenhängende Geschichte/Szenario, um die EEE Wörter zu merken
165	26	w	stud_non_psy	1	Zusammenhängende Geschichte/Szenario, um die EEE Wörter zu merken
165	26	w	stud_non_psy	1	Zusammenhängende Geschichte/Szenario, um die EEE Wörter zu merken
165	26	w	stud_non_psy	1	Zusammenhängende Geschichte/Szenario, um die EEE Wörter zu merken
165	26	w	stud_non_psy	1	Zusammenhängende Geschichte/Szenario, um die EEE Wörter zu merken
165	26	w	stud_non_psy	1	Zusammenhängende Geschichte/Szenario, um die EEE Wörter zu merken
165	26	w	stud_non_psy	1	Zusammenhängende Geschichte/Szenario, um die EEE Wörter zu merken
165	26	w	stud_non_psy	1	Zusammenhängende Geschichte/Szenario, um die EEE Wörter zu merken
165	26	w	stud_non_psy	1	Zusammenhängende Geschichte/Szenario, um die EEE Wörter zu merken
165	26	w	stud_non_psy	1	Zusammenhängende Geschichte/Szenario, um die EEE Wörter zu merken
165	26	w	stud_non_psy	1	Zusammenhängende Geschichte/Szenario, um die EEE Wörter zu merken
165	26	w	stud_non_psy	1	Zusammenhängende Geschichte/Szenario, um die EEE Wörter zu merken
165	26	w	stud_non_psy	1	Zusammenhängende Geschichte/Szenario, um die EEE Wörter zu merken
165	26	w	stud_non_psy	1	Zusammenhängende Geschichte/Szenario, um die EEE Wörter zu merken
165	26	w	stud_non_psy	1	Zusammenhängende Geschichte/Szenario, um die EEE Wörter zu merken
165	26	w	stud_non_psy	1	Zusammenhängende Geschichte/Szenario, um die EEE Wörter zu merken
165	26	w	stud_non_psy	1	Zusammenhängende Geschichte/Szenario, um die EEE Wörter zu merken
165	26	w	stud_non_psy	1	Zusammenhängende Geschichte/Szenario, um die EEE Wörter zu merken
