subj_id_no	age	gender	occupation	strategy1	strategy2
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
173	21	w	stud_non_psy	1	Mit den Wörtern eine Geschichte bilden
